org_name	org_abbr	tax_ID
Exophiala mesophila CBS 40295	Exop_meso_CBS_40295	212818: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriomycetidae; Chaetothyriales; 
Exophiala oligosperma CBS 72588	Exop_olig_CBS_72588	215243: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriomycetidae; Chaetothyriales; 
Exophiala sideris CBS 121828	Exop_side_CBS_121828	1016849: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriomycetidae; Chaetothyriales; 
Exophiala spinifera CBS 89968	Exop_spin_CBS_89968	91928: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriomycetidae; Chaetothyriales; 
Exophiala xenobiotica CBS 118157	Exop_xeno_CBS_118157	348802: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriomycetidae; Chaetothyriales; 
Fibroporia radiculosa TFFH 294	Fibr_radi_TFFH_294	599839: Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Polyporales; Polyporaceae; Fibroporia. 
Fistulina hepatica ATCC 64428	Fist_hepa_ATCC_64428	1128425: Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetidae; Agaricales; Fistulinaceae; 
Flammulina velutipes KACC42780	Flam_velu_KACC42780	1300067: Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetidae; Agaricales; Physalacriaceae; 
Fomitiporia mediterranea MF3/22	Fomi_medi_MF3_22	694068: Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Hymenochaetales; Hymenochaetaceae; Fomitiporia. 
Fomitopsis pinicola FP-58527 SS1	Fomi_pini_FP_58527_SS1	743788: Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Polyporales; Fomitopsis. 
Fonsecaea multimorphosa CBS 102226	Fons_mult_CBS_102226	1442371: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriomycetidae; Chaetothyriales; 
Fonsecaea pedrosoi CBS 271.37	Fons_pedr_CBS_271_37	1442368: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriomycetidae; Chaetothyriales; 
Fusarium fujikuroi B14	Fusa_fuji_B14	1215603: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; 
Fusarium graminearum CS3005	Fusa_gram_CS3005	5518: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; 
Fusarium graminearum PH-1 NRRL 31084	Fusa_gram_PH_1_NRRL_31084	229533: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; 
Fusarium oxysporum FOSC 3-a	Fusa_oxys_FOSC_3_a	909455: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; 
Fusarium oxysporum Fo47	Fusa_oxys_Fo47	660027: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; 
Fusarium oxysporum f. sp. conglutinans race 2 54008	Fusa_oxys_f_conglutinans_race_2_54008	1089457: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; 
Fusarium oxysporum f. sp. cubense race 1	Fusa_oxys_f_cubense_race_1	1229664: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; 
Fusarium oxysporum f. sp. cubense race 4	Fusa_oxys_f_cubense_race_4	1229665: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; 
Fusarium oxysporum f. sp. cubense tropical race 4 54006	Fusa_oxys_f_cubense_tropical_race_4_54006	1089451: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; 
Fusarium oxysporum f. sp. lycopersici MN25	Fusa_oxys_f_lycopersici_MN25	1080343: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; 
Fusarium oxysporum f. sp. melonis 26406	Fusa_oxys_f_melonis_26406	1089452: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; 
Fusarium oxysporum f. sp. pisi HDV247	Fusa_oxys_f_pisi_HDV247	1080344: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; 
Fusarium oxysporum f. sp. radicis-lycopersici 26381	Fusa_oxys_f_radicis_lycopersici_26381	1089448: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; 
Fusarium oxysporum f. sp. raphani 54005	Fusa_oxys_f_raphani_54005	1089458: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; 
Fusarium oxysporum f. sp. vasinfectum 25433	Fusa_oxys_f_vasinfectum_25433	1089449: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; 
Fusarium pseudograminearum CS3096	Fusa_pseu_CS3096	1028729: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; 
Fusarium pseudograminearum CS3270	Fusa_pseu_CS3270	101028: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; 
Fusarium verticillioides 7600	Fusa_vert_7600	334819: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; 
Gaeumannomyces graminis var. tritici R3-111a-1	Gaeu_gram_var_tritici_R3_111a_1	644352: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Magnaporthales; 
Galerina marginata CBS 339.88	Gale_marg_CBS_339_88	685588: Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetidae; Agaricales; Strophariaceae; 
Ganoderma lucidum G.260125-1	Gano_luci_G_260125_1	1077286: Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Polyporales; Ganodermataceae; Ganoderma. 
Ganoderma lucidum Xiangnong No.1	Gano_luci_Xiangnong_No_1	1127707: Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Polyporales; Ganodermataceae; Ganoderma. 
Glarea lozoyensis 74030	Glar_lozo_74030	1104152: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Helotiaceae; Glarea. 
Glarea lozoyensis ATCC 20868	Glar_lozo_ATCC_20868	1116229: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Helotiaceae; Glarea. 
Gloeophyllum trabeum ATCC 11539	Gloe_trab_ATCC_11539	670483: Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Gloeophyllales; Gloeophyllaceae; Gloeophyllum. 
Grosmannia clavigera kw1407	Gros_clav_kw1407	655863: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Ophiostomatales; 
Gyalolechia flavorubescens KoLRI002931	Gyal_flav_KoLRI002931	1353255: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Lecanoromycetes; OSLEUM clade; Lecanoromycetidae; Teloschistales; 
Gymnopus luxurians FD-317 M1	Gymn_luxu_FD_317_M1	944289: Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetidae; Agaricales; Tricholomataceae; 
Hirsutella minnesotensis 3608	Hirs_minn_3608	1043627: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; 
Histoplasma capsulatum G186AR	Hist_caps_G186AR	447093: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; Ajellomycetaceae; 
Histoplasma capsulatum H143	Hist_caps_H143	544712: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; Ajellomycetaceae; 
Histoplasma capsulatum H88	Hist_caps_H88	544711: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; Ajellomycetaceae; 
Histoplasma capsulatum NAm1	Hist_caps_NAm1	339724: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; Ajellomycetaceae; 
Homoloaphlyctis polyrhiza JEL 142 JEL142	Homo_poly_JEL_142_JEL142	166479: Eukaryota; Fungi; Chytridiomycota; Chytridiomycetes; Rhizophydiales; Rhizophydiales incertae sedis. 
Hortaea werneckii EXF-2000	Hort_wern_EXF_2000	1157616: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Dothideomycetes; Dothideomycetidae; Dothideales; mitosporic 
Hydnomerulius pinastri MD-312	Hydn_pina_MD_312	994086: Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetidae; Boletales; Paxilineae; 
Jaapia argillacea MUCL 33604	Jaap_argi_MUCL_33604	933084: Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetidae; Jaapiales; Jaapiaceae; Jaapia. 
Kazachstania africana CBS 2517	Kaza_afri_CBS_2517	1071382: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Kazachstania naganishii CBS 8797	Kaza_naga_CBS_8797	1071383: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Kluyveromyces lactis NRRL Y-1140	Kluy_lact_NRRL_Y_1140	28985: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Kluyveromyces marxianus var. marxianus KCTC 17555	Kluy_marx_var_marxianus_KCTC_17555	1162310: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Komagataella pastoris CBS 7435	Koma_past_CBS_7435	981350: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Phaffomycetaceae; Komagataella. 
Komagataella pastoris GS115	Koma_past_GS115	644223: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Phaffomycetaceae; Komagataella. 
Kuraishia capsulata CBS 1993	Kura_caps_CBS_1993	1382522: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetales incertae 
Kwoniella heveanensis BCC8398	Kwon_heve_BCC8398	1296120: Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Tremellomycetes; Tremellales; Tremellales incertae sedis; 
Kwoniella heveanensis CBS 569	Kwon_heve_CBS_569	1296119: Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Tremellomycetes; Tremellales; Tremellales incertae sedis; 
Kwoniella mangroviensis CBS 10435	Kwon_mang_CBS_10435	1331196: Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Tremellomycetes; Tremellales; Tremellales incertae sedis; 
Kwoniella mangroviensis CBS 8507	Kwon_mang_CBS_8507	1296122: Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Tremellomycetes; Tremellales; Tremellales incertae sedis; 
Kwoniella mangroviensis CBS 8886	Kwon_mang_CBS_8886	1296123: Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Tremellomycetes; Tremellales; Tremellales incertae sedis; 
Laccaria bicolor S238N-H82	Lacc_bico_S238N_H82	486041: Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetidae; Agaricales; Tricholomataceae; 
Lachancea kluyveri NRRL Y-12651	Lach_kluy_NRRL_Y_12651	226302: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Lachancea. 
Lachancea lanzarotensis CBS 12615	Lach_lanz_CBS_12615	1245769: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Lachancea. 
Lachancea thermotolerans CBS 6340	Lach_ther_CBS_6340	559295: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Lachancea. 
Lecanosticta acicola CBS 871.95	Leca_acic_CBS_871_95	1367079: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Dothideomycetes; Dothideomycetidae; Capnodiales; 
Leptosphaeria maculans JN3	Lept_macu_JN3	985895: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Dothideomycetes; Pleosporomycetidae; Pleosporales; Pleosporineae; 
Lignosus rhinocerotis TM02	Lign_rhin_TM02	1379160: Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Polyporales; Polyporaceae; Lignosus. 
Lodderomyces elongisporus NRRL YB-4239	Lodd_elon_NRRL_YB_4239	379508: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Debaryomycetaceae; 
Magnaporthe oryzae 70-15	Magn_oryz_70_15	242507: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Magnaporthales; 
Magnaporthe oryzae 98-06	Magn_oryz_98_06	318829: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Magnaporthales; 
Magnaporthe oryzae KJ201	Magn_oryz_KJ201	1271791: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Magnaporthales; 
Magnaporthe oryzae P131	Magn_oryz_P131	1143193: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Magnaporthales; 
Magnaporthe oryzae Y34	Magn_oryz_Y34	1143189: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Magnaporthales; 
Magnaporthiopsis poae ATCC 64411	Magn_poae_ATCC_64411	644358: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Magnaporthales; 
Malassezia sympodialis ATCC 42132	Mala_symp_ATCC_42132	1230383: Eukaryota; Fungi; Dikarya; Basidiomycota; Ustilaginomycotina; Malasseziomycetes; Malasseziales; Malasseziaceae; Malassezia. 
Marssonina brunnea f. sp. multigermtubi MB_m1	Mars_brun_f_multigermtubi_MB_m1	1072389: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Dermateaceae; Marssonina. 
Melampsora larici-populina 98AG31	Mela_lari_98AG31	747676: Eukaryota; Fungi; Dikarya; Basidiomycota; Pucciniomycotina; Pucciniomycetes; Pucciniales; Melampsoraceae; Melampsora. 
Melampsora pinitorqua Mpini7	Mela_pini_Mpini7	1298852: Eukaryota; Fungi; Dikarya; Basidiomycota; Pucciniomycotina; Pucciniomycetes; Pucciniales; Melampsoraceae; Melampsora. 
Metarhizium acridum CQMa 102	Meta_acri_CQMa_102	655827: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Clavicipitaceae; 
Metarhizium anisopliae BRIP 53284	Meta_anis_BRIP_53284	1291519: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Clavicipitaceae; 
Metarhizium anisopliae BRIP 53293	Meta_anis_BRIP_53293	1291518: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Clavicipitaceae; 
Metacordyceps chlamydosporia 123	Meta_chla_123	1052797: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Clavicipitaceae; 
Metarhizium robertsii ARSEF 23	Meta_robe_ARSEF_23	655844: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Clavicipitaceae; 
Meyerozyma guilliermondii ATCC 6260	Meye_guil_ATCC_6260	294746: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Debaryomycetaceae; Meyerozyma. 
Microsporum gypseum CBS 118893	Micr_gyps_CBS_118893	535722: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; Arthrodermataceae; 
Microbotryum violaceum p1A1 Lamole	Micr_viol_p1A1_Lamole	683840: Eukaryota; Fungi; Dikarya; Basidiomycota; Pucciniomycotina; Microbotryomycetes; Microbotryales; Microbotryaceae; Microbotryum. 
Millerozyma farinosa CBS 7064	Mill_fari_CBS_7064	559304: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Debaryomycetaceae; Millerozyma. 
Mortierella verticillata NRRL 6337	Mort_vert_NRRL_6337	1069443: Eukaryota; Fungi; Fungi incertae sedis; Early diverging fungal lineages; Mortierellomycotina; Mortierellales; Mortierellaceae; 
Mrakia frigida Nwmf-AP1	Mrak_frig_Nwmf_AP1	29902: Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Tremellomycetes; Cystofilobasidiales; Cystofilobasidiaceae; Mrakia. 
Mucor ambiguus NBRC 6742	Muco_ambi_NBRC_6742	91626: Eukaryota; Fungi; Fungi incertae sedis; Early diverging fungal lineages; Mucoromycotina; Mucorales; Mucorineae; Mucoraceae; Mucor. 
Mucor circinelloides f. circinelloides 1006PhL	Muco_circ_f_circinelloides_1006PhL	1220926: Eukaryota; Fungi; Fungi incertae sedis; Early diverging fungal lineages; Mucoromycotina; Mucorales; Mucorineae; Mucoraceae; Mucor. 
Mucor irregularis B50	Muco_irre_B50	1290454: Eukaryota; Fungi; Fungi incertae sedis; Early diverging fungal lineages; Mucoromycotina; Mucorales; Mucorineae; Mucoraceae; Mucor. 
Myceliophthora thermophila ATCC 42464	Myce_ther_ATCC_42464	573729: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Chaetomiaceae; 
Mycosphaerella sp. Ston1	Myco_Ston1	333113: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Dothideomycetes; Dothideomycetidae; Capnodiales; 
Mycosphaerella laricina CBS 326.52	Myco_lari_CBS_326_52	1367536: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Dothideomycetes; Dothideomycetidae; Capnodiales; 
Naumovozyma castellii CBS 4309	Naum_cast_CBS_4309	1064592: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Naumovozyma dairenensis CBS 421	Naum_dair_CBS_421	1071378: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Nectria haematococca mpVI 77-13-4	Nect_haem_mpVI_77_13_4	660122: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; 
Nematocida sp. 1 ERTm2	Nema_1_ERTm2	944018: Eukaryota; Fungi; Microsporidia; Nematocida. 
Nematocida parisii ERTm1	Nema_pari_ERTm1	881290: Eukaryota; Fungi; Microsporidia; Nematocida. 
Nematocida parisii ERTm3	Nema_pari_ERTm3	935791: Eukaryota; Fungi; Microsporidia; Nematocida. 
Neofusicoccum parvum UCRNP2	Neof_parv_UCRNP2	1287680: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Dothideomycetes; Dothideomycetes incertae sedis; Botryosphaeriales; 
Neosartorya fischeri NRRL 181	Neos_fisc_NRRL_181	331117: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; 
Neurospora africana FGSC 1740	Neur_afri_FGSC_1740	1266766: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Sordariaceae; 
Neurospora crassa 73	Neur_cras_73	5141: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Sordariaceae; 
Neurospora crassa OR74A	Neur_cras_OR74A	367110: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Sordariaceae; 
Neurospora pannonica FGSC 7221	Neur_pann_FGSC_7221	1266714: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Sordariaceae; 
Neurospora sublineolata FGSC 5508	Neur_subl_FGSC_5508	1266767: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Sordariaceae; 
Neurospora terricola FGSC 1889	Neur_terr_FGSC_1889	1266715: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Sordariaceae; 
Neurospora tetrasperma FGSC 2508	Neur_tetr_FGSC_2508	510951: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Sordariaceae; 
Neurospora tetrasperma FGSC 2509	Neur_tetr_FGSC_2509	510952: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Sordariaceae; 
Nilaparvata lugens yeast-like symbiont Hangzhou	Nila_luge_yeast_like_symbiont_Hangzhou	36927: Eukaryota; Fungi; Dikarya; Ascomycota. 
Nosema apis BRL 01	Nose_apis_BRL_01	1037528: Eukaryota; Fungi; Microsporidia; Nosematidae; Nosema. 
Nosema bombycis CQ1	Nose_bomb_CQ1	578461: Eukaryota; Fungi; Microsporidia; Nosematidae; Nosema. 
Ogataea parapolymorpha DL-1	Ogat_para_DL_1	871575: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Pichiaceae; Ogataea. 
Omphalotus olearius VT 653.13	Omph_olea_VT_653_13	1128401: Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetidae; Agaricales; Omphalotaceae; 
Ophiostoma novo-ulmi subsp. novo-ulmi H327	Ophi_novo_novo_ulmi_H327	1224258: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Ophiostomatales; 
Ophiostoma piceae UAMH 11346	Ophi_pice_UAMH_11346	1262450: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Ophiostomatales; 
Ophiocordyceps sinensis CO18	Ophi_sine_CO18	911162: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; 
Paracoccidioides brasiliensis Pb03	Para_bras_Pb03	482561: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; mitosporic 
Paracoccidioides brasiliensis Pb18	Para_bras_Pb18	502780: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; mitosporic 
Paracoccidioides sp. lutzii Pb01	Para_lutzii_Pb01	502779: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; mitosporic 
Parasitella parasitica CBS 412.66 substr. NGI-315 ade-	Para_para_CBS_412_66_NGI_315_ade	35722: Eukaryota; Fungi; Fungi incertae sedis; Early diverging fungal lineages; Mucoromycotina; Mucorales; Mucorineae; Mucoraceae; 
Passalora fulva CBS 131901	Pass_fulv_CBS_131901	1156157: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Dothideomycetes; Dothideomycetidae; Capnodiales; 
Penicillium camemberti FM 013	Peni_came_FM_013	1429867: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; 
Penicillium chrysogenum KF-25	Peni_chry_KF_25	1218708: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; 
Penicillium chrysogenum NCPC10086	Peni_chry_NCPC10086	1297591: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; 
Penicillium chrysogenum P2niaD18	Peni_chry_P2niaD18	5076: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; 
Penicillium digitatum PHI26	Peni_digi_PHI26	1170229: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; 
Penicillium digitatum Pd1	Peni_digi_Pd1	1170230: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; 
Penicillium oxalicum 114-2	Peni_oxal_114_2	933388: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; 
Penicillium oxalicum JU-A10-T	Peni_oxal_JU_A10_T	933390: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; 
Penicillium paxilli ATCC 26601	Peni_paxi_ATCC_26601	1292256: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; 
Penicillium roqueforti FM164	Peni_roqu_FM164	1365484: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; 
