org_name	org_abbr	tax_ID
Trichophyton rubrum MR850	Tric_rubr_MR850	1215337: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; Arthrodermataceae; 
Trichophyton soudanense CBS 452.61	Tric_soud_CBS_452_61	1215331: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; Arthrodermataceae; 
Trichophyton tonsurans CBS 112818	Tric_tons_CBS_112818	647933: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; Arthrodermataceae; 
Trichophyton verrucosum HKI 0517	Tric_verr_HKI_0517	663202: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; Arthrodermataceae; 
Tuber melanosporum Mel28	Tube_mela_Mel28	39416: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Pezizomycetes; Pezizales; Tuberaceae; Tuber. 
Umbilicaria muehlenbergii KoLRI No. LF000956	Umbi_mueh_KoLRI_No_LF000956	87280: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Lecanoromycetes; OSLEUM clade; Umbilicariomycetidae; 
Uncinocarpus reesii 1704	Unci_rees_1704	336963: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; Onygenaceae; 
Uromyces viciae-fabae I2	Urom_vici_I2	55588: Eukaryota; Fungi; Dikarya; Basidiomycota; Pucciniomycotina; Pucciniomycetes; Pucciniales; Pucciniaceae; Uromyces. 
Ustilago maydis 521	Usti_mayd_521	237631: Eukaryota; Fungi; Dikarya; Basidiomycota; Ustilaginomycotina; Ustilaginomycetes; Ustilaginales; Ustilaginaceae; Ustilago. 
Ustilaginoidea virens IPU010	Usti_vire_IPU010	1159556: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; mitosporic 
Valsa mali 03-8	Vals_mali_03_8	105487: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Diaporthales; Valsaceae; Valsa. 
Valsa mali var. pyri SXYL134	Vals_mali_var_pyri_SXYL134	694573: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Diaporthales; Valsaceae; Valsa. 
Vanderwaltozyma polyspora DSM 70294	Vand_poly_DSM_70294	436907: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Vavraia culicis subsp. floridensis	Vavr_culi_floridensis	948595: Eukaryota; Fungi; Microsporidia; Pleistophoridae; Vavraia. 
Verruconis gallopava CBS 43764	Verr_gall_CBS_43764	253628: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Dothideomycetes; Dothideomycetes incertae sedis; Venturiales; 
Verticillium alfalfae VaMs.102	Vert_alfa_VaMs_102	526221: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Glomerellales; 
Verticillium dahliae JR2	Vert_dahl_JR2	1202531: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Glomerellales; 
Verticillium dahliae VdLs.17	Vert_dahl_VdLs_17_1	498257: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Glomerellales; 
Vittaforma corneae ATCC 50505	Vitt_corn_ATCC_50505	993615: Eukaryota; Fungi; Microsporidia; Nosematidae; Vittaforma. 
Volvariella volvacea V23	Volv_volv_V23	706473: Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetidae; Agaricales; Pluteaceae; 
Wickerhamomyces anomalus NRRL Y-366	Wick_anom_NRRL_Y_366	885923: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Phaffomycetaceae; 
Wolfiporia cocos MD-104 SS10	Wolf_coco_MD_104_SS10	742152: Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Polyporales; Wolfiporia. 
Yarrowia lipolytica CLIB122	Yarr_lipo_CLIB122	284591: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Dipodascaceae; Yarrowia. 
Yarrowia lipolytica PO1f	Yarr_lipo_PO1f	1445506: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Dipodascaceae; Yarrowia. 
Yarrowia lipolytica WSH-Z06	Yarr_lipo_WSH_Z06	1437815: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Dipodascaceae; Yarrowia. 
Zygosaccharomyces bailii CLIB 213	Zygo_bail_CLIB_213	1333698: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Zygosaccharomyces rouxii CBS 732	Zygo_roux_CBS_732	4956: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
